0	n	1	1			−0.1149	0.0027	
1	H	1	0	0	0	0.8783	0.0086	
79	43	0.168	0.004	4.2034	0.0032	0.0005
80	44	0.114	0.007	4.1970	0.0029	0.0008
81	45	0.099	0.004	4.1952	0.0026	0.0005
82	46	0.071	0.003	4.1919	0.0025	0.0004
83	47	0.031	0.003	4.1871	0.0023	0.0004
84	48	0.042	0.001	4.1884	0.0022	0.0001
85	49	0.009	0.004	4.1846	0.0022	0.0004
86	50	0	0	4.1835	0.0021	0
87	51	0.125	0.003	4.1984	0.0027	0.0004
88	52	0.282	0.004	4.2171	0.0043	0.0005
89	53	0.379	0.004	4.2286	0.0054	0.0005
90	54	0.495	0.010	4.2423	0.0069	0.0012
91	55	0.597	0.006	4.2543	0.0081	0.0007
92	56	0.751	0.005	4.2724	0.0099	0.0006
93	57	0.811	0.004	4.2794	0.0107	0.0005
94	58	0.989	0.004	4.3002	0.0129	0.0005
95	59	1.045	0.003	4.3067	0.0136	0.0004
96	60	1.217	0.010	4.3267	0.0158	0.0012
37	Rb	76	39	0.2241	0.0270	4.2273	0.0070	0.0032
77	40	0.2884	0.0069	4.2356	0.0080	0.0008
78	41	0.3118	0.0023	4.2385	0.0083	0.0004
79	42	0.2291	0.0023	4.2284	0.0065	0.0003
80	43	0.2207	0.0068	4.2271	0.0061	0.0008
81	44	0.1730	0.0022	4.2213	0.0051	0.0003
82	45	0.1347	0.0065	4.2160	0.0042	0.0008
83	46	0.0522	0.0015	4.2058	0.0028	0.0002
84	47	0.0079	0.0032	4.1999	0.0023	0.0004
85	48	0.0362	0.0022	4.2036	0.0024	0.0003
86	49	0.0276	0.0031	4.2025	0.0023	0.0004
87	50	0	0	4.1989	0.0021	0
88	51	0.1390	0.0078	4.2170	0.0038	0.0010
89	52	0.3109	0.0031	4.2391	0.0074	0.0004
90	53	0.4370	0.0080	4.2554	0.0102	0.0010
91	54	0.5685	0.0035	4.2723	0.0131	0.0007
92	55	0.7094	0.0080	4.2903	0.0163	0.0010
93	56	0.9340	0.0035	4.3048	0.0187	0.0010
94	57	1.0984	0.0056	4.3184	0.0211	0.0011
95	58	1.1856	0.0074	4.3391	0.0248	0.0014
96	59	1.7719	0.0062	4.3501	0.0267	0.0015
97	60	1.8553	0.0150	4.4231	0.0395	0.0023
98	61	1.8553	0.0150	4.4336	0.0414	0.0024
38	Sr	77	39	0.253	0.012	4.2569	0.0044	0.0014
78	40	0.247	0.008	4.2561	0.0040	0.0009
79	41	0.266	0.006	4.2586	0.0039	0.0007
80	42	0.248	0.007	4.2562	0.0037	0.0008
81	43	0.236	0.006	4.2547	0.0034	0.0007
82	44	0.182	0.006	4.2478	0.0030	0.0007
83	45	0.165	0.004	4.2455	0.0027	0.0005
84	46	0.118	0.003	4.2394	0.0024	0.0004
85	47	0.049	0.003	4.2304	0.0021	0.0004
86	48	0.051	0.002	4.2307	0.0020	0.0002
87	49	0.007	0.002	4.2249	0.0019	0.0002
88	50	0	0	4.2240	0.0018	0
89	51	0.126	0.001	4.2407	0.0023	0.0001
90	52	0.282	0.004	4.2611	0.0037	0.0005
91	53	0.381	0.003	4.2740	0.0046	0.0004
92	54	0.522	0.005	4.2924	0.0064	0.0006
93	55	0.601	0.004	4.3026	0.0075	0.0005
94	56	0.728	0.006	4.3191	0.0091	0.0007
95	57	0.817	0.005	4.3305	0.0102	0.0006
96	58	0.986	0.006	4.3522	0.0125	0.0007
97	59	1.067	0.007	4.3625	0.0135	0.0009
98	60	1.656	0.006	4.4377	0.0214	0.0008
99	61	1.750	0.008	4.4495	0.0226	0.0011
100	62	1.867	0.015	4.4640	0.0240	0.0019
39	Y	86	47	0.071	0.003	4.2513	0.0023	0.0008
87	48	0.058	0.002	4.2498	0.0022	0.0007
88	49	0.009	0.001	4.2441	0.0021	0.0001
89	50	0	0	4.2430	0.0021	0
90	51	0.123	0.001	4.2573	0.0026	0.0014
92	53	0.393	0.001	4.2887	0.0050	0.0045
93	54	0.537	0.002	4.3052	0.0065	0.0061
94	55	0.614	0.001	4.3142	0.0074	0.0070
95	56	0.738	0.002	4.3284	0.0087	0.0083
96	57	0.840	0.001	4.3402	0.0099	0.0095
97	58	0.996	0.002	4.3580	0.0116	0.0112
98	59	1.110	0.001	4.3711	0.0129	0.0124
99	60	1.943	0.001	4.4658	0.0223	0.0213
100	61	1.985	0.001	4.4705	0.0228	0.0218
101	62	2.127	0.001	4.4863	0.0244	0.0232
102	63	2.173	0.002	4.4911	0.0249	0.0237
40	Zr	87	47	0.059	0.005	4.2789	0.0030	0.0006
88	48	0.061	0.005	4.2787	0.0025	0.0006
89	49	0.006	0.005	4.2706	0.0010	0.0006
90	50	0	0	4.2694	0.0010	0
91	51	0.132	0.003	4.2845	0.0013	0.0011
92	52	0.314	0.004	4.3057	0.0013	0.0025
94	54	0.546	0.003	4.3320	0.0013	0.0032
96	56	0.72	0.006	4.3512	0.0015	0.0034
97	57	0.835	0.005	4.3792	0.0136	0.0006
98	58	1.002	0.005	4.4012	0.0164	0.0006
99	59	1.113	0.004	4.4156	0.0181	0.0006
100	60	1.669	0.004	4.4891	0.0289	0.0006
101	61	1.847	0.005	4.5119	0.0318	0.0007
102	62	1.983	0.005	4.5292	0.0340	0.0008
41	Nb	90	49	−0.301	0.004	4.2891	0.0040	0.0004
91	50	−0.312	0.001	4.2878	0.0040	0.0001
92	51	−0.185	0.002	4.3026	0.0043	0.0003
93	52	0	0	4.3240	0.0017	0
99	58	0.716	0.009	4.4062	0.0125	0.0010
101	60	1.419	0.002	4.4861	0.0203	0.0002
103	62	1.630	0.002	4.5097	0.0227	0.0002
42	Mo	90	48	0.113	0.001	4.3265	0.0016	0.0001
91	49	0.033	0.002	4.3182	0.0012	0.0001
92	50	0	0	4.3151	0.0012	0
94	52	0.334	0.001	4.3529	0.0013	0.0001
95	53	0.421	0.001	4.3628	0.0018	0.0001
96	54	0.617	0.001	4.3847	0.0015	0.0001
97	55	0.644	0.001	4.3880	0.0015	0.0001
98	56	0.834	0.001	4.4091	0.0018	0.0001
100	58	1.177	0.001	4.4468	0.0025	0.0001
102	60	1.585	0.003	4.4914	0.0038	0.0001
103	61	1.798	0.003	4.5145	0.0046	0.0002
104	62	1.893	0.002	4.5249	0.0051	0.0002
105	63	2.021	0.003	4.5389	0.0057	0.0003
106	64	2.113	0.003	4.5490	0.0058	0.0003
108	66	2.213	0.003	4.5602	0.0067	0.0003
44	Ru	96	52	−1.069	0.003	4.3908	0.0047	0.0003
98	54	−0.772	0.005	4.4229	0.0055	0.0005
99	55	−0.68	0.004	4.4338	0.0042	0.0004
100	56	−0.506	0.003	4.4531	0.0031	0.0004
101	57	−0.444	0.005	4.4606	0.0020	0.0006
102	58	−0.263	0.004	4.4809	0.0018	0.0005
104	60	0	0	4.5098	0.0020	0
45	Rh	103	58			4.4945	0.0023	
46	Pd	102	56	−0.675	0.003	4.4827	0.0044	0.0003
104	58	−0.445	0.002	4.5078	0.0027	0.0002
105	59	−0.377	0.002	4.5150	0.0030	0.0002
106	60	−0.227	0.001	4.5318	0.0029	0.0001
108	62	0	0	4.5563	0.0027	0
110	64	0.205	0.001	4.5782	0.0030	0.0001
47	Ag	101	54	−0.670	0.003	4.4799	0.0088	0.0003
103	56	−0.482	0.002	4.5036	0.0065	0.0002
104	57	−0.416	0.002	4.5119	0.0058	0.0002
105	58	−0.296	0.002	4.5269	0.0045	0.0002
107	60	−0.148	0.001	4.5454	0.0031	0.0001
109	62	0	0	4.5638	0.0025	0
48	Cd	102	54	−1.010	0.045	4.4810	0.0122	0.0050
103	55	−0.901	0.027	4.4951	0.0105	0.0030
104	56	−0.765	0.048	4.5122	0.0083	0.0053
105	57	−0.692	0.034	4.5216	0.0070	0.0038
106	58	−0.576	0.008	4.5383	0.0036	0.0009
107	59	−0.495	0.030	4.5466	0.0039	0.0033
108	60	−0.412	0.011	4.5577	0.0031	0.0012
109	61	−0.387	0.039	4.5601	0.0035	0.0043
110	62	−0.252	0.005	4.5765	0.0026	0.0005
111	63	−0.130	0.013	4.5845	0.0058	0.0014
112	64	−0.103	0.003	4.5944	0.0024	0.0003
113	65	−0.008	0.004	4.6012	0.0028	0.0004
114	66	0	0	4.6087	0.0023	0
115	67	0.024	0.046	4.6114	0.0046	0.0050
116	68	0.088	0.003	4.6203	0.0059	0.0003
117	69	0.083	0.018	4.6136	0.0025	0.0020
118	70	0.129	0.022	4.6246	0.0060	0.0024
120	72	0.174	0.043	4.6300	0.0069	0.0046
49	In	104	55	−0.866	0.015	4.5184	0.0117	0.0017
105	56	−0.754	0.014	4.5311	0.0103	0.0015
106	57	−0.698	0.012	4.5375	0.0095	0.0013
107	58	−0.592	0.010	4.5494	0.0082	0.0011
108	59	−0.524	0.005	4.5571	0.0071	0.0006
109	60	−0.422	0.007	4.5685	0.0061	0.0008
110	61	−0.371	0.008	4.5742	0.0056	0.0009
111	62	−0.270	0.005	4.5856	0.0044	0.0005
112	63	−0.224	0.006	4.5907	0.0041	0.0007
113	64	−0.1317	0.0003	4.6010	0.0031	0.0001
114	65	−0.090	0.002	4.6056	0.0029	0.0002
115	66	0	0	4.6156	0.0026	0
116	67	0.049	0.001	4.6211	0.0027	0.0001
117	68	0.122	0.004	4.6292	0.0032	0.0004
118	69	0.162	0.002	4.6335	0.0033	0.0002
119	70	0.226	0.004	4.6407	0.0040	0.0004
120	71	0.259	0.002	4.6443	0.0042	0.0002
121	72	0.315	0.003	4.6505	0.0047	0.0003
122	73	0.342	0.004	4.6534	0.0051	0.0004
123	74	0.396	0.003	4.6594	0.0056	0.0003
124	75	0.424	0.004	4.6625	0.0060	0.0007
125	76	0.465	0.005	4.6670	0.0064	0.0005
126	77	0.494	0.007	4.6702	0.0068	0.0008
127	78	0.523	0.007	4.6733	0.0071	0.0008
50	Sn	108	58	−0.825	0.003	4.5605	0.0029	0.0003
109	59	−0.764	0.006	4.5679	0.0027	0.0007
110	60	−0.666	0.002	4.5785	0.0025	0.0002
111	61	−0.612	0.005	4.5836	0.0024	0.0005
112	62	−0.520	0.005	4.5948	0.0022	0.0005
113	63	−0.458	0.001	4.6015	0.0021	0.0001
114	64	−0.3838	0.0001	4.6099	0.0020	0.0001
115	65	−0.3360	0.0001	4.6148	0.0019	0.0001
116	66	−0.2471	0.0001	4.6250	0.0019	0.0001
117	67	−0.1971	0.0001	4.6302	0.0019	0.0001
118	68	−0.1174	0.0001	4.6393	0.0019	0.0001
119	69	−0.0724	0.0001	4.6438	0.0020	0.0001
120	70	0	0	4.6519	0.0021	0
121	71	0.045	0.001	4.6566	0.0021	0.0001
122	72	0.1055	0.0001	4.6634	0.0022	0.0001
123	73	0.140	0.001	4.6665	0.0023	0.0001
124	74	0.2008	0.0001	4.6735	0.0023	0.0001
125	75	0.235	0.003	4.6765	0.0026	0.0003
126	76	0.290	0.003	4.6833	0.0043	0.0003
127	77	0.322	0.003	4.6867	0.0048	0.0003
128	78	0.372	0.004	4.6921	0.0054	0.0004
129	79	0.384	0.003	4.6934	0.0058	0.0003
130	80	0.464	0.003	4.7019	0.0066	0.0003
131	81	0.520	0.004	4.7078	0.0073	0.0004
132	82	0.534	0.002	4.7093	0.0076	0.0002
51	Sb	121	70			4.6802	0.0026	
123	72			4.6879	0.0025	
52	Te	116	64	−0.563	0.027	4.6847	0.0128	0.0094
118	66	−0.457	0.027	4.6956	0.0105	0.0075
120	68	−0.377	0.006	4.7038	0.0088	0.0070
122	70	−0.305	0.010	4.7095	0.0031	0.0053
123	71	−0.289	0.011	4.7117	0.0035	0.0048
124	72	−0.227	0.009	4.7183	0.0029	0.0039
125	73	−0.208	0.011	4.7204	0.0030	0.0033
126	74	−0.153	0.009	4.7266	0.0032	0.0025
128	76	−0.077	0.004	4.7346	0.0029	0.0012
130	78	0	0	4.7423	0.0025	0
132	80	0.076	0.016	4.7500	0.0031	0.0017
134	82	0.144	0.016	4.7569	0.0041	0.0032
136	84	0.389	0.019	4.7815	0.0089	0.0071
53	I	127	74			4.7500	0.0081	
54	Xe	116	62	−0.599	0.009	4.7211	0.0096	0.0009
118	64	−0.460	0.007	4.7387	0.0070	0.0007
120	66	−0.363	0.007	4.7509	0.0063	0.0007
122	68	−0.299	0.006	4.7590	0.0059	0.0006
124	70	−0.242	0.005	4.7661	0.0055	0.0005
126	72	−0.193	0.007	4.7722	0.0052	0.0007
127	73	−0.181	0.020	4.7747	0.0038	0.0021
128	74	−0.152	0.004	4.7774	0.0050	0.0004
129	75	−0.151	0.001	4.7775	0.0050	0.0003
130	76	−0.117	0.003	4.7818	0.0049	0.0003
131	77	−0.125	0.001	4.7808	0.0049	0.0002
132	78	−0.0844	0.0017	4.7859	0.0048	0.0002
133	79	−0.106	0.005	4.7831	0.0048	0.0005
134	80	−0.0518	0.0013	4.7899	0.0047	0.0001
136	82	0	0	4.7964	0.0047	0
137	83	0.105	0.003	4.8094	0.0049	0.0003
138	84	0.254	0.003	4.8279	0.0079	0.0003
139	85	0.359	0.006	4.8409	0.0100	0.0006
140	86	0.486	0.002	4.8566	0.0125	0.0002
141	87	0.591	0.004	4.8694	0.0147	0.0004
142	88	0.710	0.009	4.8841	0.0169	0.0009
143	89	0.794	0.004	4.8942	0.0187	0.0004
144	90	0.908	0.005	4.9082	0.0208	0.0005
146	92	1.100	0.005	4.9315	0.0245	0.0005
55	Cs	118	63	−0.2044	0.0021	4.7832	0.0092	0.0002
119	64	−0.1411	0.0062	4.7896	0.0089	0.0006
120	65	−0.1229	0.0015	4.7915	0.0075	0.0002
121	66	−0.2650	0.0009	4.7769	0.0078	0.0001
122	67	−0.2618	0.0016	4.7773	0.0070	0.0002
123	68	−0.2156	0.0006	4.7820	0.0070	0.0001
124	69	−0.2083	0.0012	4.7828	0.0062	0.0001
125	70	−0.1574	0.0006	4.7880	0.0062	0.0001
126	71	−0.1645	0.0009	4.7872	0.0056	0.0001
127	72	−0.1022	0.0007	4.7936	0.0055	0.0001
128	73	−0.1173	0.0004	4.7921	0.0052	0.0001
129	74	−0.0582	0.0011	4.7981	0.0050	0.0001
130	75	−0.0482	0.0010	4.7992	0.0049	0.0001
131	76	−0.0146	0.0007	4.8026	0.0047	0.0001
132	77	−0.0383	0.0006	4.8002	0.0046	0.0001
133	78	0	0	4.8041	0.0046	0
134	79	−0.0100	0.0011	4.8031	0.0046	0.0001
135	80	0.0259	0.0009	4.8067	0.0047	0.0001
136	81	0.0174	0.0015	4.8059	0.0052	0.0002
137	82	0.0852	0.0011	4.8128	0.0050	0.0001
138	83	0.2099	0.0008	4.8255	0.0050	0.0001
139	84	0.3739	0.0012	4.8422	0.0069	0.0001
140	85	0.5051	0.0013	4.8554	0.0088	0.0001
141	86	0.6389	0.0015	4.8689	0.0108	0.0002
142	87	0.7732	0.0007	4.8825	0.0132	0.0001
143	88	0.9127	0.0005	4.8965	0.0151	0.0002
144	89	1.0030	0.0007	4.9055	0.0161	0.0002
145	90	1.1362	0.0010	4.9188	0.0191	0.0003
146	91	1.2293	0.0021	4.9281	0.0193	0.0003
56	Ba	120	64	−0.267	0.010	4.8092	0.0058	0.0010
121	65	−0.189	0.012	4.8176	0.0052	0.0012
122	66	−0.212	0.002	4.8153	0.0054	0.0002
123	67	−0.228	0.002	4.8135	0.0055	0.0002
124	68	−0.1819	0.0003	4.8185	0.0052	0.0001
125	69	−0.189	0.002	4.8177	0.0052	0.0002
126	70	−0.1479	0.0002	4.8221	0.0050	0.0001
127	71	−0.1641	0.0010	4.8204	0.0051	0.0001
128	72	−0.1160	0.0003	4.8255	0.0048	0.0001
129	73	−0.1219	0.0004	4.8248	0.0049	0.0001
130	74	−0.0895	0.0002	4.8283	0.0047	0.0001
131	75	−0.0960	0.0003	4.8276	0.0048	0.0001
132	76	−0.0700	0.0001	4.8303	0.0047	0.0001
133	77	−0.0873	0.0002	4.8286	0.0047	0.0001
134	78	−0.0547	0.0001	4.8322	0.0047	0.0001
135	79	−0.0812	0.0003	4.8294	0.0047	0.0001
136	80	−0.0422	0.0002	4.8334	0.0046	0.0001
137	81	−0.0609	0.0002	4.8314	0.0047	0.0001
138	82	0	0	4.8378	0.0046	0
139	83	0.129	0.001	4.8513	0.0049	0.0001
140	84	0.292	0.001	4.8684	0.0059	0.0001
141	85	0.410	0.001	4.8807	0.0069	0.0001
142	86	0.550	0.001	4.8953	0.0083	0.0001
143	87	0.679	0.002	4.9087	0.0096	0.0002
144	88	0.823	0.003	4.9236	0.0112	0.0003
145	89	0.928	0.002	4.9345	0.0123	0.0002
146	90	1.058	0.003	4.9479	0.0138	0.0003
148	92	1.304	0.006	4.9731	0.0167	0.0006
57	La	135	78	−0.061	0.006	4.8488	0.0060	0.0006
137	80	−0.048	0.001	4.8496	0.0053	0.0001
138	81	−0.067	0.001	4.8473	0.0051	0.0001
139	82	0	0	4.8550	0.0049	0
58	Ce	136	78	−0.031	0.002	4.8739	0.0018	0.0002
138	80	−0.033	0.002	4.8737	0.0018	0.0002
140	82	0	0	4.8771	0.0018	0
142	84	0.281	0.002	4.9063	0.0020	0.0002
144	86	0.513	0.002	4.9303	0.0024	0.0002
146	88	0.793	0.002	4.9590	0.0028	0.0002
148	90	1.089	0.002	4.9893	0.0035	0.0002
59	Pr	141	82			4.8919	0.0050	
60	Nd	132	72	0.050	0.030	4.9174	0.0026	0.0031
134	74	0.005	0.021	4.9128	0.0026	0.0021
135	75	−0.037	0.033	4.9086	0.0026	0.0034
136	76	−0.012	0.027	4.9111	0.0026	0.0027
137	77	−0.043	0.016	4.9080	0.0026	0.0016
138	78	−0.006	0.021	4.9123	0.0026	0.0021
139	79	−0.047	0.014	4.9076	0.0025	0.0014
140	80	−0.022	0.027	4.9101	0.0026	0.0027
141	81	−0.066	0.014	4.9057	0.0026	0.0014
142	82	0	0	4.9123	0.0025	0
143	83	0.130	0.005	4.9254	0.0026	0.0005
144	84	0.296	0.003	4.9421	0.0027	0.0003
145	85	0.410	0.005	4.9535	0.0028	0.0005
146	86	0.571	0.004	4.9696	0.0030	0.0004
148	88	0.876	0.004	4.9999	0.0036	0.0004
150	90	1.282	0.005	5.0400	0.0044	0.0005
62	Sm	138	76	0.067	0.015	4.9599	0.0034	0.0015
139	77	0.027	0.014	4.9556	0.0034	0.0014
140	78	0.037	0.015	4.9565	0.0034	0.0015
141	79	0.030	0.023	4.9517	0.0034	0.0023
142	80	−0.007	0.013	4.9518	0.0034	0.0013
143	81	−0.043	0.015	4.9479	0.0034	0.0015
144	82	0	0	4.9524	0.0034	0
145	83	0.1167	0.0016	4.9651	0.0034	0.0005
146	84	0.2732	0.0008	4.9808	0.0035	0.0010
147	85	0.3669	0.0004	4.9892	0.0035	0.0016
148	86	0.5199	0.0004	5.0042	0.0034	0.0021
149	87	0.6125	0.0004	5.0134	0.0035	0.0024
150	88	0.8240	0.0004	5.0387	0.0048	0.0031
151	89	0.9800	0.0008	5.0550	0.0057	0.0038
152	90	1.2493	0.0003	5.0819	0.0060	0.0038
153	91	1.3490	0.0005	5.0925	0.0068	0.0002
154	92	1.4806	0.0004	5.1053	0.0067	0.0040
63	Eu	137	74	0.099	0.043	4.9762	0.0095	0.0046
138	75	0.115	0.042	4.9779	0.0094	0.0045
139	76	0.081	0.046	4.9760	0.0093	0.0048
140	77	0.0295	0.0021	4.9695	0.0091	0.0017
141	78	0.0323	0.0011	4.9697	0.0091	0.0013
142	79	−0.056	0.003	4.9607	0.0091	0.0010
143	80	−0.027	0.001	4.9636	0.0091	0.0007
144	81	−0.051	0.002	4.9612	0.0091	0.0004
145	82	0	0	4.9663	0.0091	0
146	83	0.1248	0.0019	4.9789	0.0092	0.0004
147	84	0.2718	0.001	4.9938	0.0094	0.0006
148	85	0.3787	0.0017	5.0045	0.0097	0.0010
149	86	0.5338	0.001	5.0202	0.0103	0.0013
150	87	0.6278	0.0013	5.0296	0.0108	0.0016
151	88	0.8538	0.0011	5.0522	0.0046	0.0018
152	89	1.3989	0.0034	5.1064	0.0066	0.0021
